; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586036588,"CurrentTimeLocal","Sat Apr  4 23:43:08 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,5,11,"Success",0.000357,2.741058,3.406112,0.002602,0.06496,0.038993,0.006764,0.215497,6.476845,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,6,11,"Success",0.000362,2.735247,3.414671,0.002396,0.065047,0.037634,0.005591,0.211064,6.472671,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,7,11,"Success",0.000364,2.713593,3.439546,0.002476,0.063395,0.040821,0.006612,0.211212,6.47845,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,8,11,"Success",0.000374,2.708233,3.438605,0.002433,0.066831,0.041113,0.006936,0.219187,6.484441,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,9,11,"Success",0.000349,2.740551,3.419684,0.002526,0.063575,0.037699,0.007008,0.214525,6.48658,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,10,11,"Success",0.000362,2.723627,3.424582,0.002392,0.085201,0.039852,0.006396,0.210707,6.493759,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,11,11,"Success",0.000335,2.739935,3.417545,0.002314,0.06642,0.039698,0.007766,0.237943,6.512367,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,0,12,"Warmup",0.00044,2.928191,3.685672,0.005459,0.066563,0.05114,0.011038,0.298435,7.047384,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,1,12,"Warmup",0.00411,2.926261,3.644693,0.016014,0.108915,0.052045,0.010063,0.317566,7.080092,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,2,12,"Success",0.000325,2.948322,3.634736,0.015095,0.087421,0.051953,0.011331,0.294452,7.044182,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,3,12,"Success",0.004124,2.92605,3.632817,0.016902,0.098812,0.05001,0.01091,0.302666,7.042684,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,4,12,"Success",0.000313,2.924062,3.620362,0.01446,0.062422,0.051389,0.010724,0.31496,6.999251,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,5,12,"Success",0.004116,2.922812,3.640664,0.015235,0.090719,0.051566,0.010541,0.314649,7.05066,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,6,12,"Success",0.000309,2.926905,3.617775,0.015977,0.062983,0.052646,0.010514,0.30862,6.996114,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,7,12,"Success",0.004002,2.930928,3.640272,0.013992,0.089584,0.051511,0.011113,0.308108,7.049885,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,8,12,"Success",0.000314,2.926813,3.640608,0.015944,0.06647,0.051324,0.011921,0.292319,7.006066,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,9,12,"Success",0.004028,2.922034,3.622439,0.016,0.086102,0.070711,0.010298,0.299333,7.031363,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,10,12,"Success",0.000291,2.920563,3.649903,0.015086,0.060601,0.051294,0.010514,0.287925,6.997023,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,128,0,11,12,"Success",0.004411,2.931113,3.636565,0.016256,0.087021,0.05132,0.010499,0.324576,7.062149,132096,0,65536,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,0,13,"Warmup",0.008938,4.92315,4.683011,0.04154,0.162181,0.067039,0.019592,0.369575,10.27557,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,1,13,"Warmup",0.030979,4.876058,4.674265,0.040735,0.139471,0.069641,0.017832,0.397836,10.247405,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,2,13,"Success",0.00653,4.885666,4.683867,0.037444,0.129547,0.068514,0.018875,0.376289,10.207415,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,3,13,"Success",0.006596,4.891921,4.672873,0.05172,0.13213,0.068051,0.019494,0.373614,10.217094,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,4,13,"Success",0.006609,4.895902,4.659881,0.039182,0.123309,0.069817,0.020542,0.400841,10.216647,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,5,13,"Success",0.008571,4.899365,4.703832,0.037793,0.130975,0.069529,0.019635,0.396371,10.266951,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,6,13,"Success",0.007083,4.897408,4.665691,0.039382,0.13982,0.070235,0.020331,0.373148,10.213768,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,7,13,"Success",0.00669,4.899303,4.665993,0.038947,0.15616,0.066861,0.018217,0.372841,10.225499,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,8,13,"Success",0.033191,4.873355,4.686603,0.038068,0.11974,0.069426,0.018395,0.396226,10.235384,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,9,13,"Success",0.006496,4.899869,4.706118,0.043338,0.124201,0.069577,0.018563,0.376006,10.244684,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,10,13,"Success",0.006356,4.89344,4.679219,0.038504,0.133477,0.069034,0.018913,0.371439,10.211229,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",128,256,0,11,13,"Success",0.006962,4.895833,4.675956,0.040685,0.126797,0.071802,0.019391,0.399817,10.237692,263168,0,131072,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,0,14,"Warmup",0.000393,10.139978,8.270254,0.04038,0.448266,0.199956,0.043919,0.671555,19.815414,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,1,14,"Warmup",0.000363,9.913582,8.400459,0.042531,0.449573,0.22938,0.058547,0.705802,19.800913,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,2,14,"Success",0.000344,9.895688,8.387173,0.046228,0.448192,0.218557,0.055705,0.683026,19.735511,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,3,14,"Success",0.000342,9.922208,8.32633,0.049288,0.450519,0.221273,0.041285,0.643342,19.655444,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,4,14,"Success",0.000348,9.890388,8.324246,0.043652,14.510292,0.191968,0.042675,0.657816,33.661966,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,5,14,"Success",0.000357,9.888297,8.434985,0.05373,0.418832,0.17419,0.04257,0.664122,19.677664,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,6,14,"Success",0.000369,9.933096,8.389333,0.045422,0.416615,0.228918,0.060533,0.702258,19.777299,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,7,14,"Success",0.000333,9.911431,8.330406,0.045488,0.431045,0.235458,0.05806,0.648655,19.661341,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,8,14,"Success",0.000355,9.93354,8.277933,0.043976,0.462833,0.22469,0.060837,0.671503,19.676381,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,9,14,"Success",0.000373,9.878203,8.472374,0.044967,0.44595,0.223613,0.057914,0.668062,19.791935,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,10,14,"Success",0.000368,9.890254,8.371673,0.04649,0.406923,0.178618,0.039591,0.654258,19.591847,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,256,0,11,14,"Success",0.000341,9.91466,8.343762,0.042254,0.464155,0.23283,0.058923,0.661438,19.718859,526336,0,262144,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,0,15,"Warmup",0.01026,16.20258,11.964921,0.239442,0.575608,0.29294,0.125778,0.702813,30.114961,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,1,15,"Warmup",0.000609,15.971188,11.753353,0.085353,0.518874,0.314318,0.113269,0.787715,29.545553,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,2,15,"Success",0.008419,17.155551,11.961788,0.386536,0.755786,0.267652,0.109205,0.701743,31.348698,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,3,15,"Success",0.000585,15.99104,11.7399,0.081999,4.396208,0.245448,0.116974,0.812982,33.385616,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,4,15,"Success",0.00857,16.237648,11.972985,0.20596,0.590076,0.288421,0.131396,0.72171,30.157316,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,5,15,"Success",0.000464,16.001448,11.745263,0.092244,0.550727,0.286037,0.13029,0.796586,29.6038,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,6,15,"Success",0.010612,16.231693,11.972024,0.213929,0.544815,0.29066,0.135898,0.691434,30.091615,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,7,15,"Success",0.000581,15.963476,11.755758,0.086958,0.529406,0.259221,0.13538,0.830699,29.562032,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,8,15,"Success",0.008117,16.295524,12.020825,0.205646,38.566939,51.995676,0.108141,0.598131,119.799495,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,9,15,"Success",0.000344,14.47781,12.484961,0.092954,0.516783,0.21561,0.116121,0.805277,28.710498,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,10,15,"Success",0.009158,16.172742,11.964304,0.259422,0.506034,0.270635,0.112694,0.684856,29.980335,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",256,512,0,11,15,"Success",0.000507,15.880526,11.742957,0.089392,0.511627,0.243504,0.112985,0.811379,29.393434,1050624,0,524288,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,0,16,"Warmup",0.005052,18.309954,14.090532,0.160235,0.686253,0.435517,0.229353,0.735218,34.652625,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,1,16,"Warmup",0.000429,18.223785,13.837457,0.173418,0.670877,0.393336,0.257674,0.710334,34.267757,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,2,16,"Success",0.000396,18.162238,13.82072,0.172179,0.647484,0.385459,0.230149,0.724171,34.143484,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,3,16,"Success",0.000434,18.140996,13.89239,0.168564,0.645818,0.380941,0.259431,0.761672,34.250659,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,4,16,"Success",0.000341,18.266089,13.835541,0.17077,0.666081,0.416876,0.233632,0.744277,34.33409,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,5,16,"Success",0.000416,18.201733,13.842637,0.176944,0.668758,0.294478,0.2594,0.707359,34.152312,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,6,16,"Success",0.000427,18.218523,13.834162,0.179036,0.631783,0.379719,0.232774,0.760144,34.237169,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,7,16,"Success",0.000424,18.120701,13.827776,0.177036,0.624909,0.381328,0.230384,0.722706,34.085888,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,8,16,"Success",0.000379,18.27313,13.838426,0.174043,0.655891,0.367309,0.22643,0.731093,34.267338,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,9,16,"Success",0.0004,18.194079,13.824792,0.175338,0.672548,0.349298,0.264852,0.734047,34.215779,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,10,16,"Success",0.000404,18.220928,14.089994,0.173287,0.69094,0.429184,0.234308,0.75618,34.595728,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,512,0,11,16,"Success",0.000397,18.219915,13.97553,0.175046,0.677184,0.377384,0.246828,0.721515,34.394503,2101248,0,1048576,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,0,17,"Warmup",0.00559,20.426313,16.900866,0.311854,0.859303,0.413465,0.444153,0.901667,40.263696,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,1,17,"Warmup",0.000436,20.769902,16.766906,0.320936,0.518424,0.311277,0.448087,0.870635,40.007141,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,2,17,"Success",0.000433,20.847641,16.774409,0.3186,0.665944,0.38182,0.451731,0.842637,40.283674,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,3,17,"Success",0.00043,20.878899,16.768174,0.321133,0.638778,0.419958,0.444249,0.856205,40.328308,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,4,17,"Success",0.000455,20.924356,16.767932,0.318836,0.651101,0.364284,0.440837,0.842865,40.311227,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,5,17,"Success",0.000411,20.886628,16.894091,0.316979,0.641886,0.370256,0.444842,0.876073,40.431721,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,6,17,"Success",0.000445,20.891001,16.949349,0.328093,0.658808,0.328786,0.457614,0.905606,40.520504,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,7,17,"Success",0.000439,20.827668,16.774873,0.32264,0.70182,0.382,0.45827,0.887989,40.356214,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,8,17,"Success",0.000407,20.907155,16.840807,0.316153,0.661331,0.378073,0.473156,0.881309,40.459,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,9,17,"Success",0.000453,20.912174,16.808464,0.316267,0.624804,0.380764,0.466598,0.889026,40.399209,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,10,17,"Success",0.000428,20.947583,16.886716,0.320682,0.603896,0.37837,0.461203,0.871051,40.470505,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",512,1024,0,11,17,"Success",0.000457,21.133842,17.00144,0.315206,0.642079,0.42908,0.42066,0.894501,40.837783,4198400,0,2097152,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,0,18,"Warmup",0.006707,13.648451,8.855048,0.895444,1.616253,0.585119,0.643898,0.941786,27.193381,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,1,18,"Warmup",0.000515,14.293611,8.84122,0.904912,0.893234,0.616911,0.613855,0.853419,27.018611,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,2,18,"Success",0.000404,14.997866,8.809437,0.865913,0.944378,0.686302,0.640144,0.842436,27.787529,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,3,18,"Success",0.000416,14.402338,8.803161,0.862608,0.891744,0.654878,0.642411,0.861398,27.119417,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,4,18,"Success",0.000412,14.369616,8.797532,0.84304,0.848135,0.716144,0.637008,0.815615,27.028353,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,5,18,"Success",0.000414,14.415893,8.809045,0.845152,0.893898,0.630051,0.644743,0.817225,27.056953,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,6,18,"Success",0.000408,14.392094,8.809333,0.860277,0.855603,0.655931,0.610808,0.833092,27.018348,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,7,18,"Success",0.00043,14.463441,8.794537,0.86825,0.932564,0.681865,0.609045,0.821455,27.172386,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,8,18,"Success",0.000419,14.411277,8.811756,0.860223,0.886734,0.634631,0.599913,0.833599,27.039189,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,9,18,"Success",0.000436,14.37578,8.813258,0.871793,0.940418,0.68986,0.594836,0.82132,27.108306,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,10,18,"Success",0.000427,14.309621,8.801149,0.864216,0.943297,0.713473,0.609632,0.8491,27.091597,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,1024,0,11,18,"Success",0.00044,14.309524,8.803017,0.879151,0.913919,0.725234,0.62319,0.86273,27.117742,8396800,0,4194304,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,0,19,"Warmup",0.007301,16.825016,11.698853,1.336696,1.745419,0.495743,2.010771,1.23466,35.355247,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,1,19,"Warmup",0.000428,17.686476,11.558458,1.535274,1.03197,0.457602,1.708995,1.175055,35.154792,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,2,19,"Success",0.000404,17.891773,11.517536,1.403134,1.039286,0.490144,1.566529,1.138918,35.048399,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,3,19,"Success",0.000395,17.998248,11.518573,1.3942,1.052525,0.484709,1.540114,1.163774,35.153003,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,4,19,"Success",0.000502,17.921573,11.533272,1.393263,1.055742,0.484035,1.546465,1.156564,35.091874,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,5,19,"Success",0.000421,18.047287,11.516501,1.389393,1.00783,0.469395,1.540932,1.153956,35.126229,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,6,19,"Success",0.00041,17.97365,11.512413,1.381058,1.00658,0.447823,1.570892,1.133929,35.027145,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,7,19,"Success",0.000429,17.962061,11.534567,1.380541,0.807696,0.453005,1.552257,1.121844,34.813074,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,8,19,"Success",0.000414,18.029367,11.508743,1.391551,0.950755,0.44357,1.556084,1.11054,34.991535,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,9,19,"Success",0.000445,18.043555,11.530087,1.39407,1.039962,0.444613,1.593407,1.15655,35.203142,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,10,19,"Success",0.000449,18.103746,11.517813,1.411819,0.985646,0.447654,1.579991,1.128836,35.176501,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",1024,2048,0,11,19,"Success",0.000434,18.062001,11.518537,1.403159,1.029026,0.443317,1.579311,1.142175,35.178437,16785408,0,8388608,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,0,20,"Warmup",0.009207,11.362015,9.662081,6.888114,2.501828,1.060873,3.672785,1.792733,36.950368,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,1,20,"Warmup",0.009363,11.344406,9.546738,6.523406,2.430389,1.039397,3.735519,1.832289,36.462113,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,2,20,"Success",0.009331,11.391184,9.55273,6.572301,2.416941,1.063931,3.667416,1.773088,36.448671,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,3,20,"Success",0.008617,11.431865,9.548773,6.379916,2.380573,1.047657,3.642418,1.799363,36.240151,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,4,20,"Success",0.009154,11.417842,9.522359,6.369184,2.37043,1.040176,3.608916,1.753906,36.092612,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,5,20,"Success",0.009922,11.374961,9.535982,6.483576,2.495,1.051252,3.664853,1.815937,36.432179,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,6,20,"Success",0.00924,11.748699,9.689933,6.439953,2.447695,1.066316,3.688721,1.798432,36.889552,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,7,20,"Success",0.008892,11.547952,9.496671,6.626333,2.537224,1.057971,3.61063,1.788463,36.674722,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,8,20,"Success",0.009679,11.620665,9.614018,6.532564,2.411294,1.058411,3.692736,1.804315,36.744548,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,9,20,"Success",0.008736,11.824506,9.706757,6.571702,2.383673,1.049777,3.701618,1.817977,37.065343,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,10,20,"Success",0.009186,11.430928,9.518613,6.445922,2.321124,1.043665,3.655922,1.798777,36.224724,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,2048,0,11,20,"Success",0.008836,11.3383,9.543018,6.421701,2.386133,1.044591,3.628999,1.787177,36.159286,33570816,0,16777216,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,0,21,"Warmup",0.810641,18.410388,13.3473,12.334315,38.823418,17.996533,8.394993,1.489124,111.607578,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,1,21,"Warmup",0.846294,17.96218,12.96639,12.740845,3.632268,2.14356,8.295845,1.510497,60.098745,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,2,21,"Success",0.948583,18.215828,12.913745,12.016232,3.596385,2.201154,8.231222,1.442899,59.566891,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,3,21,"Success",0.890773,18.120887,12.892344,12.256228,3.628356,2.167815,8.320712,1.493279,59.771069,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,4,21,"Success",0.886192,18.259564,12.969841,12.244933,3.619426,2.19116,8.315895,1.472102,59.959913,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,5,21,"Success",0.87337,17.964462,12.91071,12.095106,3.601828,2.139942,8.182673,1.480656,59.249378,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,6,21,"Success",0.888606,18.03597,13.060464,12.530139,3.534533,2.116374,8.181977,1.476719,59.826024,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,7,21,"Success",0.914774,17.936802,12.903972,12.557493,3.624268,2.119877,8.401463,1.460146,59.919725,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,8,21,"Success",0.87779,17.960406,12.927185,12.222016,3.660892,2.169524,8.230412,1.47281,59.521712,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,9,21,"Success",0.767886,17.932304,12.926402,11.95767,3.559882,2.166224,8.337528,1.452274,59.101285,67125248,0,33554432,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2048,4096,0,10,21,"Success",0.843026,17.953402,12.934502,12.505235,3.539877,2.128781,8.278417,1.487039,59.670956,67125248,0,33554432,0,0
